pack_family,project,pack_type,batch,pack_no,card_in_pack,ovr,card_name,date_opened,coin_value_override
mystery,mystery-7,Deep Shot,deepshot-mystery7-2,2,3,91,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-2,2,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-2,2,5,84,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-3,3,1,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-3,3,2,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-3,3,3,89,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-3,3,4,83,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-3,3,5,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-4,4,1,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-4,4,2,85,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-4,4,3,91,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-4,4,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-4,4,5,80,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-5,5,1,89,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-5,5,2,80,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-5,5,3,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-5,5,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-5,5,5,95,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-6,6,1,93,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-6,6,2,81,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-6,6,3,89,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-6,6,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-6,6,5,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-7,7,1,89,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-7,7,2,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-7,7,3,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-7,7,4,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-7,7,5,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-8,8,1,71,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-8,8,2,73,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-8,8,3,92,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-8,8,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-8,8,5,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-9,9,1,86,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-9,9,2,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-9,9,3,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-9,9,4,88,,2026-05-27,
mystery,mystery-7,Deep Shot,deepshot-mystery7-9,9,5,81,,2026-05-27,
mystery,mystery-7,NFL Draft,draft-mystery7-1,1,1,95,,2026-05-27,
mystery,mystery-7,NFL Draft,draft-mystery7-1,1,2,90,,2026-05-27,
mystery,mystery-7,NFL Draft,draft-mystery7-1,1,3,89,,2026-05-27,
mystery,mystery-7,NFL Draft,draft-mystery7-1,1,4,89,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-1,1,1,91,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-1,1,2,90,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-2,2,1,90,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-2,2,2,92,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-3,3,1,91,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-3,3,2,90,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-4,4,1,90,,2026-05-27,
mystery,mystery-7,Reel Deals,reeldeals-mystery7-4,4,2,91,,2026-05-27,
mystery,mystery-7,Collector Series,collector-mystery7-1,1,1,92,,2026-05-27,
mystery,mystery-7,Collector Series,collector-mystery7-1,1,2,75,,2026-05-27,
blaze,blaze,Blaze Pack,blaze-pack-1,1,1,83,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,4,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,5,79,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,9,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-1,1,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,1,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,3,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,4,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,6,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,7,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-2,2,10,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,4,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,8,78,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-3,3,10,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,7,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-4,4,10,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,1,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,3,95,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,4,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,6,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,7,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,8,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,9,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-5,5,10,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,1,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,2,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,3,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,6,95,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,8,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,9,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-6,6,10,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,1,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,6,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,7,86,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,8,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-7,7,10,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,1,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,4,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,5,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,7,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,8,95,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-8,8,10,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,1,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,2,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,7,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,8,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-9,9,10,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,1,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,3,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,4,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,8,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-10,10,10,95,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,1,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,3,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,5,86,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,7,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,8,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-11,11,10,97,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,1,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,2,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,6,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,8,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,9,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-12,12,10,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,1,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,4,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,7,80,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,8,96,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,9,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-13,13,10,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,4,83,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,6,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,8,97,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-14,14,10,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,1,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,2,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,5,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,7,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-15,15,10,82,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,1,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,3,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-16,16,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,3,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,6,79,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,8,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-17,17,10,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,1,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,3,77,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,4,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,5,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,6,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-18,18,10,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,1,83,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,3,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,4,79,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,9,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-19,19,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,1,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,3,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,6,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,7,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,8,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,9,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-20,20,10,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,1,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,5,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,6,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,8,82,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,9,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-21,21,10,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,1,79,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,6,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,8,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-22,22,10,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,1,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,3,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,4,86,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,7,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,8,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-23,23,10,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,1,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,3,80,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,4,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,6,83,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,7,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,8,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,9,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-24,24,10,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,3,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,5,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,6,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,9,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-25,25,10,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,1,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,2,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,3,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,4,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,5,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,6,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,9,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-26,26,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,1,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,2,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,3,80,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,7,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,9,87,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-27,27,10,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,1,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,3,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,6,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,7,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,8,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-28,28,10,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,1,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,3,82,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,4,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,6,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,7,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,8,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,9,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-29,29,10,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,1,91,,5/27/2026,
