project,card_id,batch,pack_type,pack_no,card_in_pack,ovr,name,position,training_value,is_platinum,manual_value,value_used,note,date_opened
mystery-5,736,snap-mystery5-7,Snap Fantasy,7,2,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,737,snap-mystery5-7,Snap Fantasy,7,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,738,snap-mystery5-7,Snap Fantasy,7,4,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,739,snap-mystery5-7,Snap Fantasy,7,5,95,,,100000,False,60000.0,60000.0,,2026-05-25
mystery-5,740,snap-mystery5-8,Snap Fantasy,8,1,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,741,snap-mystery5-8,Snap Fantasy,8,2,89,,,6700,False,4020.0,4020.0,,2026-05-25
mystery-5,742,snap-mystery5-8,Snap Fantasy,8,3,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,743,snap-mystery5-8,Snap Fantasy,8,4,88,,,4200,False,2520.0,2520.0,,2026-05-25
mystery-5,744,snap-mystery5-8,Snap Fantasy,8,5,92,,,26000,False,15600.0,15600.0,,2026-05-25
mystery-5,745,collector-mystery5-1,Collector Series,1,1,94,,,66000,False,39600.0,39600.0,,2026-05-25
mystery-5,746,collector-mystery5-1,Collector Series,1,2,82,,,270,False,162.0,162.0,,2026-05-25
mystery-6,747,draft-mystery6-1,NFL Draft,1,1,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,748,draft-mystery6-1,NFL Draft,1,2,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,749,draft-mystery6-1,NFL Draft,1,3,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,750,draft-mystery6-1,NFL Draft,1,4,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,751,draft-mystery6-2,NFL Draft,2,1,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,752,draft-mystery6-2,NFL Draft,2,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,753,draft-mystery6-2,NFL Draft,2,3,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,754,draft-mystery6-2,NFL Draft,2,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,755,draft-mystery6-3,NFL Draft,3,1,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,756,draft-mystery6-3,NFL Draft,3,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,757,draft-mystery6-3,NFL Draft,3,3,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,758,draft-mystery6-3,NFL Draft,3,4,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,759,draft-mystery6-4,NFL Draft,4,1,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,760,draft-mystery6-4,NFL Draft,4,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,761,draft-mystery6-4,NFL Draft,4,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,762,draft-mystery6-4,NFL Draft,4,4,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,763,draft-mystery6-5,NFL Draft,5,1,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,764,draft-mystery6-5,NFL Draft,5,2,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,765,draft-mystery6-5,NFL Draft,5,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,766,draft-mystery6-5,NFL Draft,5,4,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,767,draft-mystery6-6,NFL Draft,6,1,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,768,draft-mystery6-6,NFL Draft,6,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,769,draft-mystery6-6,NFL Draft,6,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,770,draft-mystery6-6,NFL Draft,6,4,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,771,draft-mystery6-7,NFL Draft,7,1,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,772,draft-mystery6-7,NFL Draft,7,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,773,draft-mystery6-7,NFL Draft,7,3,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,774,draft-mystery6-7,NFL Draft,7,4,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,775,draft-mystery6-8,NFL Draft,8,1,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,776,draft-mystery6-8,NFL Draft,8,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,777,draft-mystery6-8,NFL Draft,8,3,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,778,draft-mystery6-8,NFL Draft,8,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,779,draft-mystery6-9,NFL Draft,9,1,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,780,draft-mystery6-9,NFL Draft,9,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,781,draft-mystery6-9,NFL Draft,9,3,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,782,draft-mystery6-9,NFL Draft,9,4,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,783,70plus-mystery6-1,70+ Gold Player,1,1,79,,,69,False,41.4,41.4,,2026-05-26
mystery-6,784,70plus-mystery6-2,70+ Gold Player,2,1,76,,,18,False,10.8,10.8,,2026-05-26
mystery-6,785,70plus-mystery6-3,70+ Gold Player,3,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,786,70plus-mystery6-4,70+ Gold Player,4,1,77,,,28,False,16.8,16.8,,2026-05-26
mystery-6,787,70plus-mystery6-5,70+ Gold Player,5,1,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,788,70plus-mystery6-6,70+ Gold Player,6,1,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,789,70plus-mystery6-7,70+ Gold Player,7,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,790,70plus-mystery6-8,70+ Gold Player,8,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,791,70plus-mystery6-9,70+ Gold Player,9,1,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,792,70plus-mystery6-10,70+ Gold Player,10,1,83,,,430,False,258.0,258.0,,2026-05-26
mystery-6,793,70plus-mystery6-11,70+ Gold Player,11,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,794,70plus-mystery6-12,70+ Gold Player,12,1,73,,,4,False,2.4,2.4,,2026-05-26
mystery-6,795,70plus-mystery6-13,70+ Gold Player,13,1,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,796,70plus-mystery6-14,70+ Gold Player,14,1,86,,,1700,False,1020.0,1020.0,,2026-05-26
mystery-6,797,70plus-mystery6-15,70+ Gold Player,15,1,76,,,18,False,10.8,10.8,,2026-05-26
mystery-6,798,70plus-mystery6-16,70+ Gold Player,16,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,799,70plus-mystery6-17,70+ Gold Player,17,1,87,,,2700,False,1620.0,1620.0,,2026-05-26
mystery-6,800,70plus-mystery6-18,70+ Gold Player,18,1,79,,,69,False,41.4,41.4,,2026-05-26
mystery-6,801,70plus-mystery6-19,70+ Gold Player,19,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,802,70plus-mystery6-20,70+ Gold Player,20,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,803,70plus-mystery6-21,70+ Gold Player,21,1,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,804,70plus-mystery6-22,70+ Gold Player,22,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,805,70plus-mystery6-23,70+ Gold Player,23,1,83,,,430,False,258.0,258.0,,2026-05-26
mystery-6,806,70plus-mystery6-24,70+ Gold Player,24,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,807,ultlegend-mystery6-1,Ultimate Legends,1,1,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,808,ultlegend-mystery6-1,Ultimate Legends,1,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,809,ultlegend-mystery6-2,Ultimate Legends,2,1,94,,,66000,False,39600.0,39600.0,,2026-05-26
mystery-6,810,ultlegend-mystery6-2,Ultimate Legends,2,2,95,,,100000,False,60000.0,60000.0,,2026-05-26
mystery-6,811,reeldeals-mystery6-1,Reel Deals,1,1,94,,,66000,False,39600.0,39600.0,,2026-05-26
mystery-6,812,reeldeals-mystery6-1,Reel Deals,1,2,96,,,160000,False,96000.0,96000.0,,2026-05-26
mystery-6,813,reeldeals-mystery6-2,Reel Deals,2,1,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,814,reeldeals-mystery6-2,Reel Deals,2,2,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,815,reeldeals-mystery6-3,Reel Deals,3,1,97,,,260000,False,156000.0,156000.0,,2026-05-26
mystery-6,816,reeldeals-mystery6-3,Reel Deals,3,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,817,snap-mystery6-1,Snap Fantasy,1,1,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,818,snap-mystery6-1,Snap Fantasy,1,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,819,snap-mystery6-1,Snap Fantasy,1,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,820,snap-mystery6-1,Snap Fantasy,1,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,821,snap-mystery6-1,Snap Fantasy,1,5,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,822,snap-mystery6-2,Snap Fantasy,2,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,823,snap-mystery6-2,Snap Fantasy,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,824,snap-mystery6-2,Snap Fantasy,2,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,825,snap-mystery6-2,Snap Fantasy,2,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,826,snap-mystery6-2,Snap Fantasy,2,5,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,827,snap-mystery6-3,Snap Fantasy,3,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,828,snap-mystery6-3,Snap Fantasy,3,2,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,829,snap-mystery6-3,Snap Fantasy,3,3,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,830,snap-mystery6-3,Snap Fantasy,3,4,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,831,snap-mystery6-3,Snap Fantasy,3,5,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,832,snap-mystery6-4,Snap Fantasy,4,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,833,snap-mystery6-4,Snap Fantasy,4,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,834,snap-mystery6-4,Snap Fantasy,4,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,835,snap-mystery6-4,Snap Fantasy,4,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,836,snap-mystery6-4,Snap Fantasy,4,5,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,837,snap-mystery6-5,Snap Fantasy,5,1,95,,,100000,False,60000.0,60000.0,,2026-05-26
mystery-6,838,snap-mystery6-5,Snap Fantasy,5,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,839,snap-mystery6-5,Snap Fantasy,5,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,840,snap-mystery6-5,Snap Fantasy,5,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,841,snap-mystery6-5,Snap Fantasy,5,5,94,,,66000,False,39600.0,39600.0,,2026-05-26
mystery-6,842,snap-mystery6-6,Snap Fantasy,6,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,843,snap-mystery6-6,Snap Fantasy,6,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,844,snap-mystery6-6,Snap Fantasy,6,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,845,snap-mystery6-6,Snap Fantasy,6,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,846,snap-mystery6-6,Snap Fantasy,6,5,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,847,snap-mystery6-7,Snap Fantasy,7,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,848,snap-mystery6-7,Snap Fantasy,7,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,849,snap-mystery6-7,Snap Fantasy,7,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,850,snap-mystery6-7,Snap Fantasy,7,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,851,snap-mystery6-7,Snap Fantasy,7,5,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,852,snap-mystery6-8,Snap Fantasy,8,1,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,853,snap-mystery6-8,Snap Fantasy,8,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,854,snap-mystery6-8,Snap Fantasy,8,3,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,855,snap-mystery6-8,Snap Fantasy,8,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,856,snap-mystery6-8,Snap Fantasy,8,5,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,857,snap-mystery6-9,Snap Fantasy,9,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,858,snap-mystery6-9,Snap Fantasy,9,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,859,snap-mystery6-9,Snap Fantasy,9,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,860,snap-mystery6-9,Snap Fantasy,9,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,861,snap-mystery6-9,Snap Fantasy,9,5,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,862,collector-mystery6-1,Collector Series,1,1,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,863,collector-mystery6-1,Collector Series,1,2,75,,,11,False,6.6,6.6,,2026-05-26
mystery-6,864,collector-mystery6-2,Collector Series,2,1,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,865,collector-mystery6-2,Collector Series,2,2,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,866,collector-mystery6-3,Collector Series,3,1,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,867,collector-mystery6-3,Collector Series,3,2,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,868,collector-mystery6-4,Collector Series,4,1,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,869,collector-mystery6-4,Collector Series,4,2,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,870,collector-mystery6-5,Collector Series,5,1,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,871,collector-mystery6-5,Collector Series,5,2,81,,,170,False,102.0,102.0,,2026-05-26
mystery-6,872,deepshot-mystery6-1,Deep Shot,1,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,873,deepshot-mystery6-1,Deep Shot,1,2,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,874,deepshot-mystery6-1,Deep Shot,1,3,74,,,7,False,4.2,4.2,,2026-05-26
mystery-6,875,deepshot-mystery6-1,Deep Shot,1,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,876,deepshot-mystery6-1,Deep Shot,1,5,79,,,69,False,41.4,41.4,,2026-05-26
mystery-6,877,deepshot-mystery6-2,Deep Shot,2,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,878,deepshot-mystery6-2,Deep Shot,2,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,879,deepshot-mystery6-2,Deep Shot,2,3,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,880,deepshot-mystery6-2,Deep Shot,2,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,881,deepshot-mystery6-2,Deep Shot,2,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,882,deepshot-mystery6-3,Deep Shot,3,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,883,deepshot-mystery6-3,Deep Shot,3,2,74,,,7,False,4.2,4.2,,2026-05-26
mystery-6,884,deepshot-mystery6-3,Deep Shot,3,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,885,deepshot-mystery6-3,Deep Shot,3,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,886,deepshot-mystery6-3,Deep Shot,3,5,79,,,69,False,41.4,41.4,,2026-05-26
mystery-6,887,deepshot-mystery6-4,Deep Shot,4,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,888,deepshot-mystery6-4,Deep Shot,4,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,889,deepshot-mystery6-4,Deep Shot,4,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,890,deepshot-mystery6-4,Deep Shot,4,4,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,891,deepshot-mystery6-4,Deep Shot,4,5,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,892,deepshot-mystery6-5,Deep Shot,5,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,893,deepshot-mystery6-5,Deep Shot,5,2,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,894,deepshot-mystery6-5,Deep Shot,5,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,895,deepshot-mystery6-5,Deep Shot,5,4,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,896,deepshot-mystery6-5,Deep Shot,5,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,897,deepshot-mystery6-6,Deep Shot,6,1,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,898,deepshot-mystery6-6,Deep Shot,6,2,87,,,2700,False,1620.0,1620.0,,2026-05-26
mystery-6,899,deepshot-mystery6-6,Deep Shot,6,3,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,900,deepshot-mystery6-6,Deep Shot,6,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,901,deepshot-mystery6-6,Deep Shot,6,5,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,902,deepshot-mystery6-7,Deep Shot,7,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,903,deepshot-mystery6-7,Deep Shot,7,2,95,,,100000,False,60000.0,60000.0,,2026-05-26
mystery-6,904,deepshot-mystery6-7,Deep Shot,7,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,905,deepshot-mystery6-7,Deep Shot,7,4,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,906,deepshot-mystery6-7,Deep Shot,7,5,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,907,deepshot-mystery6-8,Deep Shot,8,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,908,deepshot-mystery6-8,Deep Shot,8,2,81,,,170,False,102.0,102.0,,2026-05-26
mystery-6,909,deepshot-mystery6-8,Deep Shot,8,3,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,910,deepshot-mystery6-8,Deep Shot,8,4,77,,,28,False,16.8,16.8,,2026-05-26
mystery-6,911,deepshot-mystery6-8,Deep Shot,8,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,912,deepshot-mystery6-9,Deep Shot,9,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,913,deepshot-mystery6-9,Deep Shot,9,2,83,,,430,False,258.0,258.0,,2026-05-26
mystery-6,914,deepshot-mystery6-9,Deep Shot,9,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,915,deepshot-mystery6-9,Deep Shot,9,4,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,916,deepshot-mystery6-9,Deep Shot,9,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,917,deepshot-mystery6-10,Deep Shot,10,1,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,918,deepshot-mystery6-10,Deep Shot,10,2,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,919,deepshot-mystery6-10,Deep Shot,10,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,920,deepshot-mystery6-10,Deep Shot,10,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,921,deepshot-mystery6-10,Deep Shot,10,5,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,922,deepshot-mystery6-11,Deep Shot,11,1,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,923,deepshot-mystery6-11,Deep Shot,11,2,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,924,deepshot-mystery6-11,Deep Shot,11,3,80,,,110,False,66.0,66.0,,2026-05-26
mystery-6,925,deepshot-mystery6-11,Deep Shot,11,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,926,deepshot-mystery6-11,Deep Shot,11,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,927,deepshot-mystery6-12,Deep Shot,12,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,928,deepshot-mystery6-12,Deep Shot,12,2,87,,,2700,False,1620.0,1620.0,,2026-05-26
mystery-6,929,deepshot-mystery6-12,Deep Shot,12,3,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,930,deepshot-mystery6-12,Deep Shot,12,4,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,931,deepshot-mystery6-12,Deep Shot,12,5,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,932,deepshot-mystery6-13,Deep Shot,13,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,933,deepshot-mystery6-13,Deep Shot,13,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,934,deepshot-mystery6-13,Deep Shot,13,3,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,935,deepshot-mystery6-13,Deep Shot,13,4,77,,,28,False,16.8,16.8,,2026-05-26
mystery-6,936,deepshot-mystery6-13,Deep Shot,13,5,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,937,deepshot-mystery6-14,Deep Shot,14,1,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,938,deepshot-mystery6-14,Deep Shot,14,2,83,,,430,False,258.0,258.0,,2026-05-26
mystery-6,939,deepshot-mystery6-14,Deep Shot,14,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,940,deepshot-mystery6-14,Deep Shot,14,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,941,deepshot-mystery6-14,Deep Shot,14,5,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,942,deepshot-mystery6-15,Deep Shot,15,1,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,943,deepshot-mystery6-15,Deep Shot,15,2,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,944,deepshot-mystery6-15,Deep Shot,15,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,945,deepshot-mystery6-15,Deep Shot,15,4,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,946,deepshot-mystery6-15,Deep Shot,15,5,92,,,26000,False,15600.0,15600.0,,2026-05-26
mystery-6,947,deepshot-mystery6-16,Deep Shot,16,1,81,,,170,False,102.0,102.0,,2026-05-26
mystery-6,948,deepshot-mystery6-16,Deep Shot,16,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,949,deepshot-mystery6-16,Deep Shot,16,3,87,,,2700,False,1620.0,1620.0,,2026-05-26
mystery-6,950,deepshot-mystery6-16,Deep Shot,16,4,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,951,deepshot-mystery6-16,Deep Shot,16,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,952,deepshot-mystery6-17,Deep Shot,17,1,91,,,16700,False,10020.0,10020.0,,2026-05-26
mystery-6,953,deepshot-mystery6-17,Deep Shot,17,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,954,deepshot-mystery6-17,Deep Shot,17,3,90,,,10600,False,6360.0,6360.0,,2026-05-26
mystery-6,955,deepshot-mystery6-17,Deep Shot,17,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,956,deepshot-mystery6-17,Deep Shot,17,5,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,957,deepshot-mystery6-18,Deep Shot,18,1,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,958,deepshot-mystery6-18,Deep Shot,18,2,81,,,170,False,102.0,102.0,,2026-05-26
mystery-6,959,deepshot-mystery6-18,Deep Shot,18,3,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,960,deepshot-mystery6-18,Deep Shot,18,4,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,961,deepshot-mystery6-18,Deep Shot,18,5,82,,,270,False,162.0,162.0,,2026-05-26
mystery-6,962,deepshot-mystery6-19,Deep Shot,19,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,963,deepshot-mystery6-19,Deep Shot,19,2,76,,,18,False,10.8,10.8,,2026-05-26
mystery-6,964,deepshot-mystery6-19,Deep Shot,19,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,965,deepshot-mystery6-19,Deep Shot,19,4,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,966,deepshot-mystery6-19,Deep Shot,19,5,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,967,deepshot-mystery6-20,Deep Shot,20,1,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,968,deepshot-mystery6-20,Deep Shot,20,2,86,,,1700,False,1020.0,1020.0,,2026-05-26
mystery-6,969,deepshot-mystery6-20,Deep Shot,20,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,970,deepshot-mystery6-20,Deep Shot,20,4,83,,,430,False,258.0,258.0,,2026-05-26
mystery-6,971,deepshot-mystery6-20,Deep Shot,20,5,95,,,100000,False,60000.0,60000.0,,2026-05-26
mystery-6,972,deepshot-mystery6-21,Deep Shot,21,1,85,,,1080,False,648.0,648.0,,2026-05-26
mystery-6,973,deepshot-mystery6-21,Deep Shot,21,2,77,,,28,False,16.8,16.8,,2026-05-26
mystery-6,974,deepshot-mystery6-21,Deep Shot,21,3,93,,,42000,False,25200.0,25200.0,,2026-05-26
mystery-6,975,deepshot-mystery6-21,Deep Shot,21,4,84,,,680,False,408.0,408.0,,2026-05-26
mystery-6,976,deepshot-mystery6-21,Deep Shot,21,5,89,,,6700,False,4020.0,4020.0,,2026-05-26
mystery-6,977,deepshot-mystery6-22,Deep Shot,22,1,78,,,44,False,26.4,26.4,,2026-05-26
mystery-6,978,deepshot-mystery6-22,Deep Shot,22,2,88,,,4200,False,2520.0,2520.0,,2026-05-26
mystery-6,979,deepshot-mystery6-22,Deep Shot,22,3,88,,,4200,False,2520.0,2520.0,,2026-05-26
